 hahaha my uncle does that coz my aunty is a **** who left her kids,hahaha my uncle does that coz my aunty is a **** who left her kids
dam,youre too busy for me.
 1 week and 1 one day to go.,1 week and 1 one day to go.
 i adoreeeee matt nathanson!! i am so jealous of you right now.,I adoreeeee Matt Nathanson!! I am so jealous of you right now.
" i wasn`t i was with the bf at the time, and am now omw to class. what is this new kaggra,?","I wasn`t  I was with the bf at the time, and am now omw to class. What is this new Kaggra,?"
 sad day,. Sad
" ahhhh, i dnt wanna goooo!",I dnt wanna goooo!
 just tried to sign up for but apparently knoxville is not a big enough city will knox ever be on the list?,Just tried to sign up for  but apparently Knoxville is not a big enough city  Will Knox ever be on the list?
 sick,sick
 in media still havnet found ipod,in media still havnet found ipod
 tricked out my ankle during cardio yesterday. i`m getting old.,tricked
 broke,Oh snap!
 i love you,i love you more than you`ll ever know.
 tired,tired
 the renegades last day was today and...well... he`s gone... didn`t catch him gutted... closest he came to greenock was kilmacolm!,The Renegades last day was today and...well... he`s gone... didn`t catch him  Gutted... Closest he came to Greenock was Kilmacolm!
" well, i was under the impression most people have the urge to buy new sofas to be fair, we`re not tiling, we have a man for that","well, I was under the impression most people have the urge to buy new sofas  To be fair, we`re not tiling, we have a man for th"
 happy,happy mothers day to all mothers
 drinking coffee....mmmmm.....coffee,Drinking coffee....MMMMM.....coffee
 bleh,soooo far away.
 time to get off the puter. nite all.,Time to get off the puter. Nite all.
 hope,hope
 dude what is your sn nowadays because i think i lost yours,dude what is your sn nowadays because i think i lost yours
 is over it.,is over it.
 don`t blame me,. don`t blame me
" ooh_bell whatchu goin as? monsterpalooza`s this weekend for us. on the no ink, i won`t be a stressed contestant this year! miss u x0","ooh_Bell whatchu goin as? Monsterpalooza`s this weekend for us.  on the no Ink, i won`t be a stressed contestant this year! Miss U X0"
 **** girl i`m so down but ya gotta let me know so i can get my kit together & i got a flyer any next weekend? i'm down!,M DOWN
" ok, sending me messages asking to set my blog live won`t work (linked to my developing website)! take a tip from and be patient!","Ok, sending me messages asking to set my blog live won`t work (linked to my developing website)! Take a tip from  and be patient!"
 haha. the pic wrong. haha. now the one is then correct.,haha. the pic wrong. haha. now the one is then correct.
 hahaha!! tv isn`t really my thing anyway..i more of a music girl,Hahaha!
 happy,happy birthday
 stuck in stupid,stuck in stupid
 i love you david!!,I LOVE
 good morning to everyone,good morning to everyone
" i kno i`m behind the times on this one, but i just learned that troy 't-bag' dixon died back on dec. 8th 2008. rip troy.","I kno I`m behind the times on this one, but I just learned that Troy 't-bag' Dixon died back on dec. 8th 2008. RIP Troy."
 at the drive ins with daa crewww,at the drive ins with daa crewww
 scary,"scary i know,"
 annoyed and overwhelmed,annoyed
" tgif but its so rainy and blah outside! i need sun trying to figure out what to do tonight, i want to go to prov to the hookah bar.","TGIF but its so rainy and blah outside!  I need sun   Trying to figure out what to do tonight, I want to go to Prov to the Hookah bar"
" _ladie haha, i`ve got my camera and lenses ready!","_ladie haha, I`ve got my camera and lenses ready!"
 and mike for bring it to me even tho it was really late and he has to get up at 5am in the morning...,and Mike for bring it to me even tho it was really late and he has to get up at 5am in the morning...
 ohhhhh with ya,ohhhhh with ya
 awesome,just had an awesome Girl Scout Day at Dodger stadium with two awesome olympic athletes Joanna Hayes and Heather Bown!  And we won!
 enjoying the happiness of this special day.,Enjoying the happiness of this special day. Another day that I can make the best one of my life
 im not at litle oven tonight,im not at litle oven tonight
 chilly,chilly
 i`m supposed to be ms. twitterology,I`m supposed to be Ms. Twitterology
 having internet access on board means i can see what bad weather we are flying into http://bit.ly/h14tw,Having internet access on board means I can see what bad weather we are flying into
 hope you & have an awesome weekend!,an AWESOM
 not fair.,not fair.
" thanks, penny. i`m trying to believe you.","Thanks,"
 sorry,sorry
" excited to see 'up' for logan`s birthday in 2 weeks. sad he wont have a party bc he doesn`t know any kids, tho.","excited to see 'UP' for Logan`s Birthday in 2 weeks. Sad he wont have a party bc he doesn`t know any kids, tho."
 ****,i was too much of a punk ****
 i want to chat with you,I want
 one day my hugs will come *fingers still crossed*,one day my hugs will come    *fingers still crosse
" the trip to stockholm got cancelled to make it up i`m planning to do some shopping tomorrow, nothing makes a girl as happy like shopping","The trip to Stockholm got cancelled  To make it up I`m planning to do some shopping tomorrow, nothing makes a girl as happy like shopping"
 on way home tonight i saw a newspaper headline `susan boyle quits....` surely not true,On way home tonight I saw a newspaper headline `Susan Boyle quits....` surely not true
 something 2 get your attention 2 get sexify my love played http://twitpic.com/67i82 what? it worked last time! no $ 2 bribe,Something 2 get your attention 2 get Sexify My Love played http://twitpic.com/67i82 What? It worked last time! No $ 2 bribe
 hate,HATE
 not professional at all.,Not professional at all.
 ultimate,ultimate
 i cant wait to be home and snuggle with my puppies! and my fiance,I cant WAIT to be home and snuggle with my puppies! and my Fiance
 sad that i`m a little sad it was the last day of school? i am so ready to be done with it...but saying goodbye is hard.,hard.
 i hate,Hate
 funny,FUNNY
 i wanna be out in the sunshineeeeeee,I wanna be out in the sunshineeeeeee
 rejected,Not Good
 types too fast for her own good. and has been craving pizza for 2+ wks. gah i hate not having a job i want pizza! lmaoz why me?!,types too fast for her own good. and has been craving pizza for 2+ wks. GAH i hate not having a job i want pizza!  lmaoz why me?!
 glad,us gla
 noisy,noisy peeps
 sweet,HEHEHE SWEET )
 hates me.,hates
 wish,I wish
 going to jack`s tribute match today,going to jack`s tribute match today
 u think i could call u tnite?,u think i could call u tnite?
 stupid,Cause these stupid people dont have my phone and my tummy herts
 wish,i wish you were playing at MY prom
 awesome,Awesome
 harley quinn cstm hehehehe not going to the prom buaa,Harley Quinn cstm  hehehehe  not going to the prom buaa
" monday blues? not today, not for me.","Monday blues? Not today, not for me."
 luv it so true,luv it  so true
 welcomeee backkkkk,WELCOMEEE BACKKKKK
" if i say 'mystery science theatre 3000', does that mean anything to you?","- If I say 'Mystery Science Theatre 3000', does that mean anything to you?"
 i feel bad.,"But if they didn`t, I feel bad."
 lead foot,? I have such a lead foot
 excited,THE CURIOUS CASE OF BENJAMIN BUTTON!!!!! I`m so excited about this **** movie
 i love,i love my new slippers!
 happy mothers day!,Happy Mothers Day!
 loosing,can`t find one
" i added it, are you still awake?","I added it, are you still awake?"
 can`t get here fast enough!,can`t get here fast enough!
 sunburnt,I sunburnt through factor 30
 love,i love all the songs
 i`ve always said to pd that i wanted a kitchen like yours...i just wouldn`t know what to do with it,I`ve always said to PD that I wanted a kitchen like yours...I just wouldn`t know what to do with it
 i want to panic,I want to panic
 there is no sun here in florida..it`s all rainy and cloudy.,there is no sun here in florida..it`s all rainy and cloudy.
 happy,happy
 love it!!,LOVE
 cursing,cursing
 careless,careless
 have a huge headache...,Have a HUGE headache... don`t have asprin here at work.
 jealous!,jealous!
 hanging out with dan and brian in my room for my last night,hanging out with Dan and Brian in my room for my last night
 omg~ that did not sound right...** u better b grinning ** thx,OMG~ that did not sound right...** U Better B Grinning **  thx
 aparantly it`s #starwarsday so enjoy don`t quite know what your kent to do but be happy anywho!,Aparantly it`s #starwarsday so enjoy  don`t quite know what your Kent to do but be happy anywho!
 we are free,we are free
 awww i mish u too ladie whats been good?,awww  i mish u too ladie whats been good?
 wish,Wish
 love you!,Love
 maybe going to the movies later? ik ****,maybe going to the movies later? ik ****
 parking garage concrete pole 1 -- the new odessey 0.,Parking garage concrete pole 1 -- the new Odessey 0.
 nice things happen at work so you come home happy,f nice
whoops!,.whoops!
" c is nice, but i wouldn`t call it fun","c is nice, but I wouldn`t call it fun"
 sorry,Sorry
 i`m gonna miss,care
 sucked,sucked
 wtf?!,aren`t posting   super excited
 etsy handmade cards weren`t any good?,Etsy handmade cards weren`t any good?
 sucks!,SUCKS!
 just thinking that it will all pay off in the end.,Just thinking that it will all pay off in the end.
 i am waaayyyy hungry!,down again BLAH!
 explode.,my head explode.
 _sm do you know why we have two categories on our website? i`m trying to remove one but i can`t.,Do you know why we have two Categories on our website? I`m trying to remove one but i can`t.
 love,Love
 have fun,fun
 at thee mall,at thee mall
" thanks those who have clicked :p well i think i did something wrong, it`s still at 0 visitor, 0%.. maybe i need to reinstall everything","Thanks those who have clicked :p Well I think I did something wrong, it`s still at 0 visitor, 0%.. maybe I need to reinstall everything"
